Date;Client;ClientMACAddress;BaseRadioMAC;Slot;UserName;IPAddress;Reason;ReasonCode;TxPkts;TxBytes;RxPkts;RxBytes
2021-02-02 17:16:32;Association;de:d5:c4:d0:64:7c;18:8b:9d:b3:cd:00;0;unknown;172.30.67.97
2021-03-01 08:54:43;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:72:b0;0;0603822172;172.30.105.226
2021-03-01 08:54:43;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:72:b0;0;0603822172;172.30.105.226
2021-03-01 08:54:41;Association;0a:7f:66:4e:c6:d4;5c:83:8f:ac:52:c0;0;unknown;192.168.183.161
2021-03-01 08:54:40;Disassociated;dc:a2:66:20:a5:87;5c:83:8f:ce:d7:60;1;unknown;unknown;IEEE802.1Xauthenticationfailed;23;12l;3315l;17l;1044l
2021-03-01 08:54:40;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:71:30;0;0603822172;172.30.105.226
2021-03-01 08:54:40;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:71:30;0;0603822172;172.30.105.226
2021-03-01 08:54:39;Association;0a:7f:66:4e:c6:d4;d4:a0:2a:4b:46:d0;0;unknown;192.168.183.161
2021-03-01 08:54:39;Association;0a:7f:66:4e:c6:d4;d4:a0:2a:4b:46:d0;0;unknown;192.168.183.161
2021-03-01 08:54:39;Association;ac:af:b9:98:0c:da;5c:83:8f:bf:2b:70;0;0602359705;172.30.106.38
2021-03-01 08:54:39;Association;ac:af:b9:98:0c:da;5c:83:8f:bf:2b:70;0;0602359705;172.30.106.38
2021-03-01 08:54:38;Association;0a:7f:66:4e:c6:d4;5c:83:8f:ac:52:c0;0;unknown;192.168.183.161
2021-03-01 08:54:38;Association;0a:7f:66:4e:c6:d4;5c:83:8f:bf:57:90;0;unknown;192.168.183.161
2021-03-01 08:54:37;Association;7c:2a:db:ec:7c:c5;ec:bd:1d:52:79:d0;0;unknown;192.168.183.156
2021-03-01 08:54:37;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:72:b0;0;0603822172;172.30.105.226
2021-03-01 08:54:37;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:72:b0;0;0603822172;172.30.105.226
2021-03-01 08:54:36;Association;0a:7f:66:4e:c6:d4;5c:83:8f:ac:52:c0;0;unknown;192.168.183.161
2021-03-01 08:54:35;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:3d:66:e0;0;unknown;192.168.183.161
2021-03-01 08:54:35;Association;c0:dc:da:f0:d2:13;2c:36:f8:b9:ed:80;0;0603822172;172.30.105.226
2021-03-01 08:54:35;Association;c0:dc:da:f0:d2:13;2c:36:f8:b9:ed:80;0;0603822172;172.30.105.226
2021-03-01 08:54:33;Association;0a:7f:66:4e:c6:d4;5c:83:8f:d7:f7:50;0;unknown;192.168.183.161
2021-03-01 08:54:33;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:3d:66:e0;0;unknown;192.168.183.161
2021-03-01 08:54:32;Disassociated;2e:6e:bd:bb:b5:8a;ec:bd:1d:41:73:50;0;1705621397;172.30.106.3;Previousauthenticationnolongervalid;2;1136l;724972l;1595l;160750l
2021-03-01 08:54:31;Association;c0:dc:da:f0:d2:13;d4:a0:2a:49:67:70;1;0603822172;172.30.105.226
2021-03-01 08:54:31;Association;c0:dc:da:f0:d2:13;d4:a0:2a:49:67:70;1;0603822172;172.30.105.226
2021-03-01 08:54:29;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:71:30;0;0603822172;172.30.105.226
2021-03-01 08:54:29;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:71:30;0;0603822172;172.30.105.226
2021-03-01 08:54:27;Association;c0:dc:da:f0:d2:13;2c:36:f8:b9:ed:80;0;0603822172;172.30.105.226
2021-03-01 08:54:27;Association;c0:dc:da:f0:d2:13;2c:36:f8:b9:ed:80;0;0603822172;172.30.105.226
2021-03-01 08:54:23;Association;ac:af:b9:98:0c:da;70:b3:17:8d:19:20;0;0602359705;172.30.106.38
2021-03-01 08:54:23;Association;ac:af:b9:98:0c:da;70:b3:17:8d:19:20;0;0602359705;172.30.106.38
2021-03-01 08:54:23;Association;ae:ef:02:0f:39:d8;5c:83:8f:b6:96:f0;1;unknown;192.168.182.54
2021-03-01 08:54:23;Association;ac:af:b9:98:0c:da;70:b3:17:8d:19:20;0;0602359705;172.30.106.38
2021-03-01 08:54:23;Association;ac:af:b9:98:0c:da;70:b3:17:8d:19:20;0;0602359705;172.30.106.38
2021-03-01 08:54:21;Association;7c:94:2a:93:f0:1d;5c:83:8f:b6:96:f0;0;unknown;172.30.66.10
2021-03-01 08:54:21;Disassociated;d4:38:9c:d4:55:b1;d4:a0:2a:4b:53:e0;0;unknown;unknown;IEEE802.1Xauthenticationfailed;23;4l;222l;3l;118l
2021-03-01 08:54:21;Association;e4:0e:ee:46:48:9c;5c:83:8f:bf:2d:00;0;unknown;172.30.66.5
2021-03-01 08:54:20;Association;36:c7:90:f1:30:3c;18:8b:9d:83:df:50;1;0604429993;172.30.105.248
2021-03-01 08:54:20;Association;36:c7:90:f1:30:3c;18:8b:9d:83:df:50;1;0604429993;172.30.105.248
2021-03-01 08:54:20;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:71:30;0;0603822172;172.30.105.226
2021-03-01 08:54:20;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:71:30;0;0603822172;172.30.105.226
2021-03-01 08:54:19;Association;ac:af:b9:98:0c:da;5c:83:8f:bf:2b:70;0;0602359705;unknown
2021-03-01 08:54:18;Association;c0:dc:da:f0:d2:13;ec:bd:1d:51:9f:00;0;0603822172;172.30.105.226
2021-03-01 08:54:18;Association;c0:dc:da:f0:d2:13;ec:bd:1d:51:9f:00;0;0603822172;172.30.105.226
2021-03-01 08:54:17;Association;0a:7f:66:4e:c6:d4;5c:83:8f:bf:57:90;0;unknown;192.168.183.161
2021-03-01 08:54:13;Association;7c:2a:db:ec:7c:c5;d4:a0:2a:4b:2b:20;0;unknown;unknown
2021-03-01 08:54:12;Disassociated;2e:6e:bd:bb:b5:8a;ec:bd:1d:41:73:50;0;1705621397;172.30.106.3;IEEE802.1Xauthenticationfailed;23;1136l;724972l;1595l;160750l
2021-03-01 08:54:12;Association;02:c7:05:39:e7:2f;d4:a0:2a:4b:50:70;0;unknown;172.30.66.6
2021-03-01 08:54:12;Association;ae:ef:02:0f:39:d8;5c:83:8f:d7:e4:80;0;unknown;192.168.182.54
2021-03-01 08:54:11;Association;7c:94:2a:93:f0:1d;c4:14:3c:41:fe:f0;0;unknown;172.30.66.10
2021-03-01 08:54:11;Association;9c:a5:13:67:cd:ed;5c:83:8f:bf:2b:70;0;unknown;172.30.66.0
2021-03-01 08:54:06;Association;8a:80:85:39:33:00;5c:83:8f:b6:96:f0;1;unknown;172.30.66.8
2021-03-01 08:54:05;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:51:b4:d0;0;unknown;192.168.183.161
2021-03-01 08:54:04;Association;0a:7f:66:4e:c6:d4;5c:83:8f:bb:d4:70;0;unknown;192.168.183.161
2021-03-01 08:54:03;Association;e4:0e:ee:46:48:9c;5c:83:8f:ac:52:c0;1;unknown;172.30.66.5
2021-03-01 08:54:02;Association;c0:dc:da:f0:d2:13;54:4a:00:c7:3d:f0;0;0603822172;172.30.105.226
2021-03-01 08:54:02;Association;c0:dc:da:f0:d2:13;54:4a:00:c7:3d:f0;0;0603822172;172.30.105.226
2021-03-01 08:53:58;Association;02:c7:05:39:e7:2f;5c:83:8f:bb:d4:70;0;unknown;172.30.66.6
2021-03-01 08:53:57;Association;18:56:80:ff:45:dd;5c:83:8f:ce:b5:f0;0;0602302101;172.30.106.31
2021-03-01 08:53:57;Association;18:56:80:ff:45:dd;5c:83:8f:ce:b5:f0;0;0602302101;172.30.106.31
2021-03-01 08:53:55;Association;e4:0e:ee:46:48:9c;5c:83:8f:bf:55:10;0;unknown;172.30.66.5
2021-03-01 08:53:54;Association;8a:80:85:39:33:00;5c:83:8f:d7:e4:80;0;unknown;172.30.66.8
2021-03-01 08:53:54;Association;02:c7:05:39:e7:2f;d4:a0:2a:4b:50:70;0;unknown;172.30.66.6
2021-03-01 08:53:53;Association;08:aa:55:ae:67:42;00:08:2f:33:b6:c0;0;unknown;172.30.65.255
2021-03-01 08:53:52;Association;08:aa:55:ae:67:42;00:08:2f:33:b6:c0;0;unknown;172.30.65.255
2021-03-01 08:53:52;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:41:73:50;0;unknown;192.168.183.161
2021-03-01 08:53:52;Association;08:aa:55:ae:67:42;00:08:2f:33:b6:c0;0;unknown;172.30.65.255
2021-03-01 08:53:52;Association;8a:80:85:39:33:00;5c:83:8f:b6:96:f0;0;unknown;172.30.66.8
2021-03-01 08:53:51;Association;0a:7f:66:4e:c6:d4;5c:83:8f:bf:57:90;0;unknown;192.168.183.161
2021-03-01 08:53:49;Association;e4:0e:ee:46:48:9c;ec:bd:1d:3d:66:e0;0;unknown;unknown
2021-03-01 08:53:49;Association;e4:0e:ee:46:48:9c;ec:bd:1d:3d:66:e0;0;unknown;unknown
2021-03-01 08:53:48;Disassociated;96:54:f8:69:2c:4e;18:8b:9d:b3:cd:00;0;0603822172;172.30.105.252;Disassociatedduetoinactivity;4;3169l;1691684l;3782l;873954l
2021-03-01 08:53:48;Disassociated;96:54:f8:69:2c:4e;18:8b:9d:b3:cd:00;0;0603822172;172.30.105.252;Disassociatedduetoinactivity;4;3169l;1691684l;3782l;873954l
2021-03-01 08:53:48;Disassociated;96:54:f8:69:2c:4e;18:8b:9d:b3:cd:00;0;0603822172;172.30.105.252;Disassociatedduetoinactivity;4
2021-03-01 08:53:45;Association;fc:19:99:91:8e:cc;ec:bd:1d:52:72:b0;0;estefykatita13;172.30.58.13
2021-03-01 08:53:45;Association;fc:19:99:91:8e:cc;ec:bd:1d:52:72:b0;0;estefykatita13;172.30.58.13
2021-03-01 08:53:42;Disassociated;7c:2a:db:ec:7c:c5;d4:a0:2a:4b:53:e0;0;unknown;unknown;4-WayHandshaketimeout;15;13l;3444l;17l;1475l
2021-03-01 08:53:42;Association;14:96:e5:e3:58:dd;cc:d5:39:9f:ac:f0;0;1705621397;172.30.105.239
2021-03-01 08:53:42;Association;14:96:e5:e3:58:dd;cc:d5:39:9f:ac:f0;0;1705621397;172.30.105.239
2021-03-01 08:53:40;Association;08:aa:55:ae:67:42;5c:83:8f:c1:eb:80;0;unknown;172.30.65.255
2021-03-01 08:53:39;Association;8a:80:85:39:33:00;5c:83:8f:b6:c5:10;1;unknown;172.30.66.8
2021-03-01 08:53:38;Disassociated;88:bf:e4:96:76:5f;d4:a0:2a:4b:53:e0;0;0602915043;172.30.106.28;Disassociatedduetoinactivity;4;1111l;1146955l;944l;92354l
2021-03-01 08:53:38;Disassociated;88:bf:e4:96:76:5f;d4:a0:2a:4b:53:e0;0;0602915043;172.30.106.28;Disassociatedduetoinactivity;4;1111l;1146955l;944l;92354l
2021-03-01 08:53:38;Disassociated;88:bf:e4:96:76:5f;d4:a0:2a:4b:53:e0;0;0602915043;172.30.106.28;Disassociatedduetoinactivity;4
2021-03-01 08:53:34;Association;fc:19:99:91:8e:cc;ec:bd:1d:51:9f:00;0;estefykatita13;172.30.58.13
2021-03-01 08:53:34;Association;fc:19:99:91:8e:cc;ec:bd:1d:51:9f:00;0;estefykatita13;172.30.58.13
2021-03-01 08:53:34;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:41:73:50;0;unknown;192.168.183.161
2021-03-01 08:53:33;Association;0a:7f:66:4e:c6:d4;58:97:bd:fa:6c:80;0;unknown;192.168.183.161
2021-03-01 08:53:33;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:51:b4:d0;0;unknown;192.168.183.161
2021-03-01 08:53:32;Association;7c:94:2a:93:f0:1d;5c:83:8f:b6:96:f0;0;unknown;172.30.66.10
2021-03-01 08:53:31;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:41:73:50;0;unknown;192.168.183.161
2021-03-01 08:53:31;Association;14:96:e5:e3:58:dd;5c:83:8f:bb:d5:e0;0;1705621397;172.30.105.239
2021-03-01 08:53:31;Association;14:96:e5:e3:58:dd;5c:83:8f:bb:d5:e0;0;1705621397;172.30.105.239
2021-03-01 08:53:30;Association;0a:7f:66:4e:c6:d4;5c:83:8f:c1:eb:e0;0;unknown;192.168.183.161
2021-03-01 08:53:30;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:41:73:50;0;unknown;192.168.183.161
2021-03-01 08:53:29;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:51:b4:d0;0;unknown;192.168.183.161
2021-03-01 08:53:29;Association;3c:dc:bc:12:0e:5c;5c:83:8f:bb:d4:70;0;0603822172;172.30.105.250
2021-03-01 08:53:29;Association;3c:dc:bc:12:0e:5c;5c:83:8f:bb:d4:70;0;0603822172;172.30.105.250
2021-03-01 08:53:27;Association;fc:19:99:5c:5a:5f;5c:83:8f:bb:d4:70;0;unknown;unknown
2021-03-01 08:53:26;Association;d4:ae:05:56:e9:75;5c:83:8f:ce:d7:60;0;0603822172;172.30.106.16
2021-03-01 08:53:26;Association;d4:ae:05:56:e9:75;5c:83:8f:ce:d7:60;0;0603822172;172.30.106.16
2021-03-01 08:53:23;Association;7c:94:2a:93:f0:1d;c4:14:3c:41:fe:f0;0;unknown;172.30.66.10
2021-03-01 08:53:22;Association;90:06:28:40:49:85;d4:a0:2a:4b:50:70;0;0603822172;172.30.105.247
2021-03-01 08:53:22;Association;90:06:28:40:49:85;d4:a0:2a:4b:50:70;0;0603822172;172.30.105.247
2021-03-01 08:53:21;Association;e0:24:81:74:24:cd;5c:83:8f:bf:2d:00;0;unknown;172.30.66.2
2021-03-01 08:53:20;Association;3c:dc:bc:12:0e:5c;d4:a0:2a:4b:50:70;0;0603822172;172.30.105.250
2021-03-01 08:53:20;Association;3c:dc:bc:12:0e:5c;d4:a0:2a:4b:50:70;0;0603822172;172.30.105.250
2021-03-01 08:53:18;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:41:73:50;0;unknown;192.168.183.161
2021-03-01 08:53:16;Association;06:85:d3:0b:38:9a;ec:bd:1d:3d:69:80;1;0603822172;172.30.106.32
2021-03-01 08:53:16;Association;06:85:d3:0b:38:9a;ec:bd:1d:3d:69:80;1;0603822172;172.30.106.32
2021-03-01 08:53:15;Association;90:06:28:40:49:85;ec:bd:1d:51:b4:d0;0;0603822172;172.30.105.247
2021-03-01 08:53:15;Association;90:06:28:40:49:85;ec:bd:1d:51:b4:d0;0;0603822172;172.30.105.247
2021-03-01 08:53:11;Association;9c:a5:13:67:cd:ed;00:08:2f:33:b6:c0;0;unknown;172.30.66.0
2021-03-01 08:53:09;Association;f8:d0:27:35:4a:0d;5c:83:8f:ce:b5:f0;0;unknown;172.30.66.15
2021-03-01 08:53:08;Disassociated;10:94:bb:08:ba:5d;5c:83:8f:c1:e6:d0;1;0602359705;172.30.106.24;Un-specifiedreason;1;18l;4985l;84l;3586l
2021-03-01 08:53:07;Association;8a:80:85:39:33:00;5c:83:8f:b6:96:f0;1;unknown;172.30.66.8
2021-03-01 08:53:07;Association;c0:dc:da:f0:d2:13;18:8b:9d:c5:9a:10;0;0603822172;172.30.105.226
2021-03-01 08:53:07;Association;c0:dc:da:f0:d2:13;18:8b:9d:c5:9a:10;0;0603822172;172.30.105.226
2021-03-01 08:53:01;Association;06:85:d3:0b:38:9a;5c:83:8f:ce:d7:60;0;0603822172;172.30.106.32
2021-03-01 08:53:01;Association;06:85:d3:0b:38:9a;5c:83:8f:ce:d7:60;0;0603822172;172.30.106.32
2021-03-01 08:53:01;Association;e0:24:81:74:24:cd;5c:83:8f:ac:52:c0;0;unknown;172.30.66.2
2021-03-01 08:52:59;Association;c0:dc:da:f0:d2:13;2c:36:f8:b9:ed:80;0;0603822172;172.30.105.226
2021-03-01 08:52:59;Association;c0:dc:da:f0:d2:13;2c:36:f8:b9:ed:80;0;0603822172;172.30.105.226
2021-03-01 08:52:57;Association;c0:dc:da:f0:d2:13;d4:a0:2a:49:67:70;1;0603822172;172.30.105.226
2021-03-01 08:52:57;Association;c0:dc:da:f0:d2:13;d4:a0:2a:49:67:70;1;0603822172;172.30.105.226
2021-03-01 08:52:56;Association;fc:19:99:91:8e:cc;ec:bd:1d:52:72:b0;0;estefykatita13;172.30.58.13
2021-03-01 08:52:56;Association;fc:19:99:91:8e:cc;ec:bd:1d:52:72:b0;0;estefykatita13;172.30.58.13
2021-03-01 08:52:47;Association;06:85:d3:0b:38:9a;5c:83:8f:ce:d7:60;1;0603822172;172.30.106.32
2021-03-01 08:52:47;Association;06:85:d3:0b:38:9a;5c:83:8f:ce:d7:60;1;0603822172;172.30.106.32
2021-03-01 08:52:45;Association;08:aa:55:ae:67:42;18:8b:9d:b3:cd:00;0;unknown;172.30.65.255
2021-03-01 08:52:40;Association;d4:ae:05:56:e9:75;5c:83:8f:9f:9f:80;0;0603822172;172.30.106.16
2021-03-01 08:52:40;Association;d4:ae:05:56:e9:75;5c:83:8f:9f:9f:80;0;0603822172;172.30.106.16
2021-03-01 08:52:39;Association;10:94:bb:08:ba:5d;5c:83:8f:c1:e6:d0;0;0602359705;unknown
2021-03-01 08:52:39;Association;ae:ef:02:0f:39:d8;5c:83:8f:ce:b5:f0;1;unknown;192.168.182.54
2021-03-01 08:52:38;Association;ae:ef:02:0f:39:d8;5c:83:8f:b6:96:f0;0;unknown;unknown
2021-03-01 08:52:34;Association;7c:91:22:69:ca:68;d4:a0:2a:4b:46:d0;0;unknown;192.168.183.152
2021-03-01 08:52:33;Association;08:aa:55:ae:67:42;5c:83:8f:d7:e4:80;0;unknown;172.30.65.255
2021-03-01 08:52:31;Association;1c:cc:d6:43:d3:0d;d4:a0:2a:4b:53:e0;0;unknown;192.168.182.52
2021-03-01 08:52:29;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:72:b0;0;0603822172;172.30.105.226
2021-03-01 08:52:29;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:72:b0;0;0603822172;172.30.105.226
2021-03-01 08:52:28;Association;48:5f:99:4b:b6:71;d4:a0:2a:4b:2b:80;0;unknown;unknown
2021-03-01 08:52:25;Association;9c:a5:13:67:cd:ed;18:8b:9d:b3:cd:00;0;unknown;172.30.66.0
2021-03-01 08:52:24;Disassociated;d8:9b:3b:a2:f8:6f;5c:83:8f:c1:ea:c0;0;0603822172;172.30.106.27;Previousauthenticationnolongervalid;2;1502l;1481098l;943l;131447l
2021-03-01 08:52:22;Association;90:63:3b:df:b9:65;18:8b:9d:b3:cd:00;0;0602359705;172.30.105.244
2021-03-01 08:52:22;Association;90:63:3b:df:b9:65;18:8b:9d:b3:cd:00;0;0602359705;172.30.105.244
2021-03-01 08:52:20;Association;3c:dc:bc:12:0e:5c;5c:83:8f:bf:57:90;0;0603822172;172.30.105.250
2021-03-01 08:52:20;Association;3c:dc:bc:12:0e:5c;5c:83:8f:bf:57:90;0;0603822172;172.30.105.250
2021-03-01 08:52:19;Association;3c:dc:bc:12:0e:5c;ec:bd:1d:51:b4:d0;0;0603822172;172.30.105.250
2021-03-01 08:52:19;Association;3c:dc:bc:12:0e:5c;ec:bd:1d:51:b4:d0;0;0603822172;172.30.105.250
2021-03-01 08:52:19;Association;d4:ae:05:56:e9:75;d4:a0:2a:4b:58:70;0;0603822172;172.30.106.16
2021-03-01 08:52:19;Association;d4:ae:05:56:e9:75;d4:a0:2a:4b:58:70;0;0603822172;172.30.106.16
2021-03-01 08:52:17;Association;9c:a5:13:67:cd:ed;5c:83:8f:d7:e4:80;0;unknown;172.30.66.0
2021-03-01 08:52:16;Association;1c:cc:d6:43:d3:0d;18:8b:9d:b3:cd:00;0;unknown;192.168.182.52
2021-03-01 08:52:15;Association;90:63:3b:df:b9:65;18:8b:9d:b3:cd:00;1;0602359705;172.30.105.244
2021-03-01 08:52:15;Association;90:63:3b:df:b9:65;18:8b:9d:b3:cd:00;1;0602359705;172.30.105.244
2021-03-01 08:52:14;Association;02:c7:05:39:e7:2f;5c:83:8f:bb:d4:70;0;unknown;172.30.66.6
2021-03-01 08:52:12;Association;02:c7:05:39:e7:2f;d4:a0:2a:4b:50:70;0;unknown;172.30.66.6
2021-03-01 08:52:11;Association;1c:cc:d6:43:d3:0d;5c:83:8f:dc:d0:f0;1;unknown;192.168.182.52
2021-03-01 08:52:10;Association;fc:19:99:91:8e:cc;ec:bd:1d:52:71:30;0;estefykatita13;172.30.58.13
2021-03-01 08:52:10;Association;fc:19:99:91:8e:cc;ec:bd:1d:52:71:30;0;estefykatita13;172.30.58.13
2021-03-01 08:52:06;Association;c0:dc:da:f0:d2:13;18:8b:9d:c5:9a:10;1;0603822172;172.30.105.226
2021-03-01 08:52:06;Association;c0:dc:da:f0:d2:13;18:8b:9d:c5:9a:10;1;0603822172;172.30.105.226
2021-03-01 08:52:04;Disassociated;d8:9b:3b:a2:f8:6f;5c:83:8f:c1:ea:c0;0;0603822172;172.30.106.27;IEEE802.1Xauthenticationfailed;23;1502l;1481098l;943l;131447l
2021-03-01 08:52:03;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:72:b0;0;0603822172;172.30.105.226
2021-03-01 08:52:03;Association;c0:dc:da:f0:d2:13;ec:bd:1d:52:72:b0;0;0603822172;172.30.105.226
2021-03-01 08:52:03;Association;02:c7:05:39:e7:2f;5c:83:8f:bb:d4:70;0;unknown;172.30.66.6
2021-03-01 08:52:02;Association;d4:ae:05:56:e9:75;18:8b:9d:b3:cd:00;0;0603822172;172.30.106.16
2021-03-01 08:52:02;Association;d4:ae:05:56:e9:75;18:8b:9d:b3:cd:00;0;0603822172;172.30.106.16
2021-03-01 08:51:56;Disassociated;10:94:bb:08:ba:5d;5c:83:8f:c1:eb:00;0;0602359705;172.30.106.24;Previousauthenticationnolongervalid;2;393l;270825l;721l;110582l
2021-03-01 08:51:52;Disassociated;a0:a8:cd:4f:a2:72;5c:83:8f:c1:eb:00;1;unknown;unknown;IEEE802.1Xauthenticationfailed;23;11l;3234l;13l;633l
2021-03-01 08:51:52;Disassociated;7e:a3:e3:66:e2:cf;5c:83:8f:c1:ea:c0;0;unknown;192.168.181.178;Disassociatedduetoinactivity;4;40l;5620l;47l;4408l
2021-03-01 08:51:52;Disassociated;7e:a3:e3:66:e2:cf;5c:83:8f:c1:ea:c0;0;unknown;192.168.181.178;Disassociatedduetoinactivity;4;40l;5620l;47l;4408l
2021-03-01 08:51:52;Disassociated;7e:a3:e3:66:e2:cf;5c:83:8f:c1:ea:c0;0;unknown;192.168.181.178;Disassociatedduetoinactivity;4
2021-03-01 08:51:51;Association;14:01:52:a6:0d:36;5c:83:8f:bf:57:90;0;unknown;192.168.183.157
2021-03-01 08:51:47;Association;fc:19:99:91:8e:cc;ec:bd:1d:52:72:b0;0;estefykatita13;172.30.58.13
2021-03-01 08:51:47;Association;fc:19:99:91:8e:cc;ec:bd:1d:52:72:b0;0;estefykatita13;172.30.58.13
2021-03-01 08:51:46;Association;d0:05:e4:90:8c:6a;d4:a0:2a:4b:46:d0;0;unknown;192.168.183.154
2021-03-01 08:51:46;Disassociated;bc:54:51:c9:1d:68;5c:83:8f:bf:2b:70;0;beatriz.penia@espoch.edu.ec;172.30.66.14;Disassociatedduetoinactivity;4;298l;187836l;318l;38593l
2021-03-01 08:51:46;Disassociated;bc:54:51:c9:1d:68;5c:83:8f:bf:2b:70;0;beatriz.penia@espoch.edu.ec;172.30.66.14;Disassociatedduetoinactivity;4;298l;187836l;318l;38593l
2021-03-01 08:51:46;Disassociated;bc:54:51:c9:1d:68;5c:83:8f:bf:2b:70;0;beatriz.penia@espoch.edu.ec;172.30.66.14;Disassociatedduetoinactivity;4
2021-03-01 08:51:44;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:51:b4:d0;0;unknown;192.168.183.161
2021-03-01 08:51:42;Association;0a:7f:66:4e:c6:d4;5c:83:8f:bb:d4:70;0;unknown;192.168.183.161
2021-03-01 08:51:39;Association;d4:ae:05:56:e9:75;58:35:d9:77:dd:40;0;0603822172;172.30.106.16
2021-03-01 08:51:39;Association;d4:ae:05:56:e9:75;58:35:d9:77:dd:40;0;0603822172;172.30.106.16
2021-03-01 08:51:36;Disassociated;10:94:bb:08:ba:5d;5c:83:8f:c1:eb:00;0;0602359705;172.30.106.24;4-WayHandshaketimeout;15;393l;270825l;721l;110582l
2021-03-01 08:51:35;Association;02:c7:05:39:e7:2f;d4:a0:2a:4b:50:70;0;unknown;172.30.66.6
2021-03-01 08:51:33;Association;02:c7:05:39:e7:2f;5c:83:8f:bb:d4:70;0;unknown;172.30.66.6
2021-03-01 08:51:31;Association;9c:a5:13:67:cd:ed;5c:83:8f:ce:b5:f0;0;unknown;172.30.66.0
2021-03-01 08:51:22;Association;d4:ae:05:56:e9:75;5c:83:8f:b6:96:f0;0;0603822172;172.30.106.16
2021-03-01 08:51:22;Association;d4:ae:05:56:e9:75;5c:83:8f:b6:96:f0;0;0603822172;172.30.106.16
2021-03-01 08:51:21;Association;fc:19:99:91:8e:cc;ec:bd:1d:51:9f:00;0;estefykatita13;172.30.58.13
2021-03-01 08:51:21;Association;fc:19:99:91:8e:cc;ec:bd:1d:51:9f:00;0;estefykatita13;172.30.58.13
2021-03-01 08:51:20;Association;1c:cc:d6:43:d3:0d;70:b3:17:7e:24:40;1;unknown;unknown
2021-03-01 08:51:20;Association;e0:24:81:74:24:cd;5c:83:8f:bf:2d:00;0;unknown;172.30.66.2
2021-03-01 08:51:20;Association;c0:f4:e6:a5:ab:5f;5c:83:8f:ce:b5:f0;1;0603822172;172.30.105.234
2021-03-01 08:51:20;Association;c0:f4:e6:a5:ab:5f;5c:83:8f:ce:b5:f0;1;0603822172;172.30.105.234
2021-03-01 08:51:13;Association;8a:80:85:39:33:00;5c:83:8f:d7:e4:80;0;unknown;172.30.66.8
2021-03-01 08:51:10;Association;e0:24:81:74:24:cd;5c:83:8f:ac:52:c0;0;unknown;172.30.66.2
2021-03-01 08:51:10;Association;0a:7f:66:4e:c6:d4;ec:bd:1d:51:b4:d0;0;unknown;192.168.183.161
2021-03-01 08:51:09;Association;0a:7f:66:4e:c6:d4;5c:83:8f:bb:d4:70;0;unknown;192.168.183.161
2021-03-01 08:51:08;Association;8a:80:85:39:33:00;5c:83:8f:ce:b5:f0;1;unknown;172.30.66.8
2021-03-01 08:51:06;Association;d4:ae:05:56:e9:75;5c:83:8f:dc:d0:f0;0;0603822172;172.30.106.16
2021-03-01 08:51:06;Association;d4:ae:05:56:e9:75;5c:83:8f:dc:d0:f0;0;0603822172;172.30.106.16
2021-03-01 08:51:00;Association;88:bf:e4:96:76:5f;d4:a0:2a:4b:53:e0;0;0602915043;unknown
2021-03-01 08:50:56;Association;7c:94:2a:93:f0:1d;5c:83:8f:b6:96:f0;0;unknown;unknown
2021-03-01 08:50:54;Association;cc:46:4e:a5:14:f2;5c:83:8f:ce:d7:60;0;0603822172;unknown
2021-03-01 08:50:46;Association;36:c7:90:f1:30:3c;18:8b:9d:83:df:50;1;0604429993;172.30.105.248
2021-03-01 08:50:46;Association;36:c7:90:f1:30:3c;18:8b:9d:83:df:50;1;0604429993;172.30.105.248
2021-03-01 08:50:44;Disassociated;88:bf:e4:96:76:5f;d4:a0:2a:4b:2b:20;0;gpomboza@correo.ugr.es;172.30.66.13;Previousauthenticationnolongervalid;2;54l;18256l;66l;6098l
2021-03-01 08:50:41;Association;e0:24:81:74:24:cd;5c:83:8f:bf:2d:00;0;unknown;172.30.66.2
2021-03-01 08:50:38;Association;e0:24:81:74:24:cd;5c:83:8f:ac:52:c0;0;unknown;172.30.66.2
